title,genre,director,actor,synopsis,img
폰,공포(호러),안병기,"하지원, 김유미, 최우제","정체불명의 괴전화를 받은 자들이 하나둘씩 죽어가고...

어느 날 누군가의 핸드폰을 통해 발신자 번호가 추적되지 않는 정체불명의 메시지가 전달된다. 그 전화를 받은 이들은 하나둘씩 극한 공포상황에서 심장발작으로 일으키며 죽어간다. 잡지사 기자인 지원은 원조교제 기사의 피해자인 차진우에게 집요한 협박전화를 당하던 끝에 핸드폰 번호를 바꾸기로 결심한다. 하지만 이동전화 대리점에서 이상하게도 011-9998-6644라는 번호 외에 다른 번호는 선택되지 않는다. 그 이후 친구 호정의 딸 영주가 지원의 핸드폰을 무심히 받게 되고 점차 이상한 증세가 나타나기 시작하는데...

날 사랑한다고 했잖아. 그녀는 사랑하지마...

호정이 핸드폰을 바꾼 후부터 영주는 엄마 호정이 아빠 창훈과 함께 있는 것만 봐도 싸늘한 질투와 광기가 섞인 눈빛으로 바라보는가 하면 창훈이 호정에게 보내온 꽃다발에 음식물을 토해내는 등 이해할 수 없는 행동을 저지른다. 성공한 사업가 창훈과 베스트셀러 저자인 호정 가족은 딸 영주의 이상한 변화로 갈등을 겪게 된다.

죽음을 부르는 핸드폰 번호, 011-9998-6644

한편, 지원에게는 잡음과 함께 간헐적으로 들리는 한 소녀의 괴전화가 계속 걸려오고, 그러던 중 지원은 원조교제 사건으로 인해 모든 것을 잃은 차진우의 집요한 추적을 받아 위기에 처하게 된다. 그때 지원의 핸드폰이 울리고 무심코 전화를 받아든 차진우는 창백한 한 소녀의 허상을 보며 결국 심장발작을 일으킨다. 의문의 죽음들과 핸드폰 번호에 무언가 관련이 있다고 감지한 지원은 자신의 핸드폰 번호 소요자를 추적하지만 전 소유자 3명은 이미 의문의 죽음을 당했고, 그중 한 명의 여고생은 실종된 상태다. 지원은 실종된 여고생을 중심으로 계속 사건을 조사해 가는데 뜻밖에도 이 실종사건에 호정의 가족이 연루되어 있음이 밝혀지고 점차 믿을 수 없는 일들이 벌어지기 시작하는데...",./static/image_resized/30.jpg
여고괴담 여섯번째 이야기 : 모교,"미스터리, 공포(호러)",이미영,"김서형, 김현수, 최리, 김형서, 장원형","고교시절의 기억을 잃은 ‘은희(김서형)’는
모교에 교감으로 부임한 후부터
알 수 없는 환영과 환청에 시달리기 시작한다.

피해자임에도 불구하고 문제아로 내몰린 ‘하영(김현수)’은
홀리듯 들어간 학교의 폐쇄된 화장실에서 귀신 소리를 듣게 되고
그 곳에서 같은 아픔을 가진 ‘은희(김서형)’와 마주친다.

두 사람은 학교에서 벌어지는 기이한 일들이
화장실에 있는 존재와 연관됐음을 알게 되고,
곧 죽음의 공포와 마주하게 된다.

기억 속에 감춰진 충격적인 진실이 밝혀진다!",./static/image_resized/31.jpg
발신제한,"스릴러, 액션",김창주,"조우진, 이재인, 진경, 전광진","평범한 출근길, 의문의 발신번호 표시제한 전화 한 통,
“지금 당신의 의자 밑에는 폭탄이 설치되어 있습니다”

은행센터장 성규(조우진)는 아이들을 차에 태우고 출발한 평범한 출근길에
한 통의 발신번호 표시제한 전화를 받는다.
전화기 너머 의문의 목소리는 차에 폭탄이 설치되어 있고,
자리에서 일어날 경우 폭탄이 터진다고 경고하는데…

의문의 전화를 보이스피싱이라고 대수롭지 않게 여기던 성규는
곧 회사 동료의 차가 같은 방식으로 폭파되는 것을 바로 눈앞에서 목격하고,
졸지에 부산 도심 테러의 용의자가 되어 경찰의 추격을 받게 된다.

내리면 폭탄이 터지는 절체절명의 순간,
경찰의 추격 속 의문의 발신자와의 전화마저 끊을 수 없는 상황에 놓이게 되는데…!",./static/image_resized/32.jpg
미드나이트,스릴러,권오승,"진기주, 위하준, 박훈, 길해연, 김혜윤","""소리를 들을 수 없는 목격자, 연쇄살인마의 타겟이 되다!""

청각장애를 가진 '경미'는 귀가하던 길에 피를 흘리며 쓰러져 있는 '소정'을 목격하고,
그녀를 도와주려다 연쇄살인마 '도식'의 새로운 타겟이 된다.

살고 싶다는 의지로 미친듯이 도망치는 '경미' 하지만 살인마의 발소리조차 들을 수 없고,
'도식'은 또 다른 얼굴로 나타나 경미를 위협하는데...

한밤중, 서울 한복판에서 펼쳐지는 연쇄살인마와 그의 타겟이 된 '경미'의 멈출 수 없는 추격전!
올여름, 극강의 음소거 추격 스릴러가 온다!",./static/image_resized/33.jpg
전야,"액션, 범죄",김상민,"서한결, 홍아름, 박 윤","이 일에 관련된 자는 누구도 용서하지 않는다!

양어머니 밑에서 ‘한나’와 함께 자란 ‘정우’는
어려운 가정환경에 보탬이 되고자 외국으로 떠난다.

하지만 뺑소니 교통 사고로 양어머니의 사망 소식을 접한 뒤
한국으로 돌아오게 되고 이 사건에 지역 조직 태창파의 일원이자
‘한나’의 동창 ‘철진’이 연관되어 있다는 사실을 알게 된다

한편 세력 확장을 위해 일본 야쿠자 조직과 손잡은 태창파는
자신들을 조여 오는 ‘정우’를 잡고자 ‘한나’를 납치하게 되고
이에 정우는 더욱더 분노하게 되는데...

모든 걸 잃은 한 남자의 분노가 폭발한다!",./static/image_resized/34.jpg
감쪽같은 그녀,드라마,허인무,"나문희, 김수안","“초면에 실례하겠습니다~”
72살 나 홀로 라이프를 즐기는 ‘말순’ 할매의 인생에
듣도 보도 못한 손녀(?)가 나타났다!

특기는 자수, 용돈 벌이는 그림 맞추기(?)
동네를 주름잡으며 나 혼자 잘살고 있던 ‘말순’ 할매 앞에
다짜고짜 자신을 손녀라고 소개하는 열두 살 ‘공주’가
갓난 동생 ‘진주’까지 업고 찾아온다.

외모, 성격, 취향까지 모든 것이 극과 극인 ‘말순’과 ‘공주’는
티격태격 하루도 조용할 날 없이 지내지만,
필요한 순간엔 든든한 내 편이 되어주며 서로에게 특별한 존재가 되어간다.
하지만 ‘말순’은 시간이 갈수록 ‘공주’와의 동거생활이
아득하고 깜깜하게만 느껴지는데…",./static/image_resized/35.jpg
"2021 스웨그 에이지 : 외쳐, 조선!","뮤지컬, 공연",우진하,"양희준, 김수하, 임현수, 이경수, 장재웅, 정선기, 정아영, 김은총, 심수영, 김승용, 김재형, 노현창, 황자영, 민소영, 류연진, 임상희","‘시조’가 국가의 이념인 상상 속의 ‘조선’
삶의 고단함과 역경을 시조 속에 담아 훌훌 털어버렸던 백성들은 역모 사건으로 시조 활동이 금지되면서 자유도 행복도 잊은 채 살아간다.
그러던 중 15년 만에 누구나 참여할 수 있는 조선시조자랑이 열리게 되고, 탈 속에 정체를 감추고 양반들의 악행을 파헤쳐 행복한 세상을 만들고자 조직된 비밀시조단 ‘골빈당’은 이것을 기회 삼아 조선에 새로운 바람을 불러일으키고자 한다.
한편, 왕의 비선실세이자 시조대판서인 홍국은 자신에 대한 악덕한 소문을 퍼트리고 다닌다는 이유를 들어 골빈당을 잡으려는 음모를 꾸미는데…",./static/image_resized/36.jpg
비와 당신의 이야기,"드라마, 멜로/로맨스",조진모,"강하늘, 천우희","“이건 기다림에 관한 이야기다""

뚜렷한 꿈도 목표도 없이 지루한 삼수 생활을 이어가던 ‘영호'(강하늘),
오랫동안 간직해온 기억 속 친구를 떠올리고 무작정 편지를 보낸다.

자신의 꿈은 찾지 못한 채 엄마와 함께 오래된 책방을 운영하는 ‘소희'(천우희)는
언니 ‘소연’에게 도착한 ‘영호'의 편지를 받게 된다.

“몇 가지 규칙만 지켜줬으면 좋겠어.
질문하지 않기, 만나자고 하기 없기 그리고 찾아오지 않기.”

‘소희'는 아픈 언니를 대신해 답장을 보내고 두 사람은 편지를 이어나간다.
우연히 시작된 편지는 무채색이던 두 사람의 일상을 설렘과 기다림으로 물들이기 시작하고,
‘영호'는 12월 31일 비가 오면 만나자는 가능성이 낮은 제안을 하게 되는데...",./static/image_resized/37.jpg
내일의 기억,"미스터리, 스릴러",서유민,"김강우, 서예지","깨어난 후, 다른 사람의 미래가 보이기 시작했다

사고로 기억을 잃은 채 깨어난 수진 옆엔
자상한 남편 지훈이 그녀를 세심하게 돌봐주고 있다.
그리고 집에 돌아온 후,
마주친 이웃들의 위험한 미래가 보이기 시작하자 수진은 혼란에 빠진다.

그러던 어느 날 길에서 만난 옛 직장 동료는
수진을 걱정하며 지훈에 대한 믿기 힘든 소리를 하고,
때마침 발견한 사진에서 사진 속 남편 자리엔 지훈이 아닌 다른 남자가 있다.

설상가상 수진은 알 수 없는 남자가 자신을 위협하는 환영에 시달리는데……",./static/image_resized/38.jpg
아수라도,"액션, 범죄",윤여창,"이설구, 장광, 이원종","어떠한 법도 상식도 통하지 않는
극악무도한 범죄자들만 모인 죽음의 제3교도소.
이들조차 쩔쩔매게 만든 전국구 보스 ‘이태식’이 입소하자
새로운 권력의 시대가 열린다.

머지않아 새로 부임한 교도소장 ‘조평호’는
피도 눈물도 없는 악독함의 끝을 보여주며
이태식과 비롯해 죄수들을 지독하게 옥죄기 시작하는데…

세상의 모든 악이 모여있는 ‘아수라도’
벼랑 끝에 몰린 진짜 악인들의 전쟁이 시작된다!",./static/image_resized/39.jpg
범죄의 재구성,스릴러,최동훈,"김윤석, 박신양, 주진모, 염정아, 이기철, 백윤식, 김상호, 이인성","대한민국 최고 ‘꾼’들의 브레인 서바이벌!!
One Shot! 치밀한 두뇌 게임이 시작된다.

사기 전과로 출소한지 한 달 된 최창혁(박신양 분)은 흥미로운 사기 사건을 계획한다. 그것은 바로 ‘꾼’들이라면 한번쯤은 꿈꿔보는 사상 최대 규모의 한국은행 사기극.

사기꾼 다섯 명, ‘한 팀’이 되다. 과연 성공할까?

완벽한 시놉시스 개발자 최창혁을 비롯하여, 사기꾼들의 대부 ‘김선생’(백윤식 분), 최고의 떠벌이 ‘얼매’(이문식 분), 타고난 여자킬러 ‘제비’, 환상적인 위조기술자 ‘휘발류’. 이 다섯 명의 최고 '꾼'들이 한 팀을 이루었다. 한가지 목표를 위해 움직이는 그들이지만 서로를 믿지 못하고 모두 다른 속셈을 가지고 있으니... 이들은 과연, 성공할 수 있을까?

난공불락 ‘한국은행’이 당했다. 그러나 결과는 사라지고 없다!

한국 은행 50억 인출 성공! 그러나 결과는 없다. 모두 뿔뿔히 흩어지고, 돈은 사라졌다. 분명 헛점이 없었던 완벽한 계획. 무엇이 문제였던 것인가?

밝혀지는 또 다른 음모. 누구의 덫에 걸려든 것인가?

수사망이 좁혀지면서 부상당한 ‘얼매’가 체포되고, 도망을 다니던 ‘휘발류’는 도박장에서 잡힌다. ‘제비’ 또한 빈털터리인 채 싸늘한 시체로 발견 된다. 그렇다면 이 모든 것이 아직 행방이 묘연한 ‘김선생’의 또 다른 사기극인가? 아니면 이 사기극을 계획했던 ‘최창혁’의 또 다른 시놉시스일까?

결정적인 한 통의 제보 전화. 그녀를 찾아라!

사건을 추적하던 ‘차반장’(천호진 분)과 경찰은, 한국은행 사기극의 덜미를 잡게 된 결정적 계기가 한 여자의 제보 전화라는 것을 알아낸다. 용의자로 떠오른 이는 팜므파탈 사기꾼 서인경(염정아 분). 김선생의 동거녀인 그녀는, 한국 은행 극에 끼지 못했지만 항상 그들의 곁을 맴돌고 있었던 것. 그럼, 그녀가 결정적인 제보자?",./static/image_resized/40.jpg
아프리카,드라마,신승수,"김민선, 이요원, 조은지, 이영진, 박정우, 이제락, 임만삼, 이원섭, 김규리","학점이 펑크난데다 아르바이트마저 그만두게 된 요원과 지도교수에게 시달릴 대로 시달린 배우 지망생 민선은 무작정 강릉으로 여행을 떠난다. 기분도 꿀꿀한데 폼이나 잡아보라는 건지 빌려 탄 차 안에서 권총 두 자루가 발견된다.

장난감인 줄로만 알았던 권총으로 총잡이 흉내도 내보고 멋지게 방아쇠도 당겨보는 순간, 이게 웬일? 유리창이 산산조각 나는 걸 보니, 총알까지 장전된 진짜 권총이었네! 우연히 권총을 손에 넣게 된 이들의 여행은 예상치 못한 사건에 휘말리게 된다. 동네 술꾼에게 희롱당하던 다방 레지 영미와 변두리 양장점에서 과거의 한을 품고 있던 진아까지 합류해 한 팀이 된 네 명의 여자들은 점점 더 걷잡을 수 없는 길로 돌진해 나가는데...",./static/image_resized/41.jpg
인싸,"액션, 코미디",이수성,"동현, 송민경","“원표 형님은 제 마음속에 영원한 스승입니다”

외딴 섬에서 할아버지 ‘김영감’과 함께 살고 있던 쿵푸 덕후 ‘태수’는
갑작스레 찾아온 작은 아빠 ‘익성’과 함께 상경하게 된다.

난생처음 친구를 사귀면서 행복한 학교생활을 보내던 ‘태수’는
자신의 친구들을 괴롭히는 학교 일진 ‘민혁’ 패거리를 제압하기 위해
자신이 연마한 쿵푸로 상대하기 시작하는데…

하루아침에 인싸 등극?!
예측불허! 기상천외!
전대미문의 쿵푸 코믹 액션이 온다",./static/image_resized/42.jpg
새해전야,"멜로/로맨스, 코미디",홍지영,"김강우, 유인나, 유연석, 이연희, 이동휘, 천두링, 염혜란, 유태오, 최수영, 이희원, 이유진","올해는 현.망.진.창!
새해는 괜.찮.겠.죠?

강력반에서 좌천되어 신변보호 업무를 떠 맡게 된 이혼 4년 차 자.만.추 형사 ‘지호’(김강우)와
이혼 소송 중 신변보호를 요청한 완벽주의 재활 트레이너 ‘효영’(유인나)

현타와 함께 찾아온 번아웃에 아르헨티나로 도망친 현지 와인 배달원 ‘재헌’(유연석)과
일방적인 남친의 이별통보에 무작정 아르헨티나로 떠난 스키장 비정규직 ‘진아’(이연희)

사기를 당해 결혼 자금 탈탈 털린 여행사 대표 ‘용찬’(이동휘)과
결혼을 앞두고 한국지사로 발령받아 온 대륙의 예비 신부 ‘야오린’(천두링)
그리고 하나뿐인 남동생 국제결혼에 심란한 동생 바라기 예비 시누이 ‘용미’(염혜란)

세상의 편견에 부딪혀 오랜 연인에게 미안한 패럴림픽 국가대표 ‘래환’(유태오)
사랑 앞에 어떤 장애도 없다고 믿는 씩씩한 긍정퀸 원예사 ‘오월’(최수영)

새해까지 남은 시간 일주일
한 뼘 더 행복해지고 싶은 네 커플의 두렵지만 설렘 가득한 이야기가 시작된다!",./static/image_resized/43.jpg
